-1.21172e-23,-2.29274e-23
2.84471,2.24025
5.0629,3.96388
7.11988,5.27919
9.0775,6.35114
10.9718,7.21795
12.8233,7.90201
14.6439,8.41825
16.4421,8.77788
18.225,8.98967
20,9.05955
21.775,8.98967
23.5579,8.77788
25.3561,8.41825
27.1767,7.90201
29.0282,7.21795
30.9225,6.35114
32.8801,5.27919
34.9371,3.96388
37.1553,2.24025
40,-1.11017e-22
2.24025,2.84471
3.05762,3.05762
5.19906,4.3134
7.19213,5.5716
9.11278,6.62028
10.9858,7.48294
12.8245,8.17409
14.6385,8.70286
16.4351,9.07583
18.2204,9.29766
20,9.37128
21.7796,9.29766
23.5649,9.07583
25.3615,8.70286
27.1755,8.17409
29.0142,7.48294
30.8872,6.62028
32.8079,5.5716
34.8009,4.3134
36.9424,3.05762
37.7597,2.84471
3.96388,5.0629
4.3134,5.19906
5.52032,5.52032
7.35923,6.35019
9.20855,7.26568
11.0375,8.07659
12.8493,8.7478
14.6479,9.27143
16.4371,9.64552
18.2201,9.86985
20,9.94458
21.7799,9.86985
23.5629,9.64552
25.3521,9.27143
27.1507,8.7478
28.9625,8.07659
30.7915,7.26568
32.6408,6.35019
34.4797,5.52032
35.6866,5.19906
36.0361,5.0629
5.27919,7.11988
5.5716,7.19213
6.35019,7.35923
7.69554,7.69554
9.38469,8.30443
11.1395,8.97595
12.908,9.58048
14.6801,10.0712
16.4532,10.4294
18.2265,10.6468
20,10.7196
21.7735,10.6468
23.5468,10.4294
25.3199,10.0712
27.092,9.58048
28.8605,8.97595
30.6153,8.30443
32.3045,7.69554
33.6498,7.35923
34.4284,7.19213
34.7208,7.11988
6.35114,9.0775
6.62028,9.11278
7.26568,9.20855
8.30443,9.38469
9.70287,9.70287
11.3183,10.1654
13.0135,10.6527
14.7419,11.079
16.4871,11.4025
18.2415,11.6028
20,11.6705
21.7585,11.6028
23.5129,11.4025
25.2581,11.079
26.9865,10.6527
28.6817,10.1654
30.2971,9.70287
31.6956,9.38469
32.7343,9.20855
33.3797,9.11278
33.6489,9.0775
7.21795,10.9718
7.48294,10.9858
8.07659,11.0375
8.97595,11.1395
10.1654,11.3183
11.5951,11.5951
13.1785,11.9395
14.8399,12.276
16.5421,12.5471
18.2661,12.7204
20,12.7798
21.7339,12.7204
23.4579,12.5471
25.1601,12.276
26.8215,11.9395
28.4049,11.5951
29.8346,11.3183
31.024,11.1395
31.9234,11.0375
32.5171,10.9858
32.782,10.9718
7.90201,12.8233
8.17409,12.8245
8.7478,12.8493
9.58048,12.908
10.6527,13.0135
11.9395,13.1785
13.3981,13.3981
14.9734,13.6367
16.6177,13.8442
18.3002,13.9826
20,14.031
21.6998,13.9826
23.3823,13.8442
25.0266,13.6367
26.6019,13.3981
28.0605,13.1785
29.3473,13.0135
30.4195,12.908
31.2522,12.8493
31.8259,12.8245
32.098,12.8233
8.41825,14.6439
8.70286,14.6385
9.27143,14.6479
10.0712,14.6801
11.079,14.7419
12.276,14.8399
13.6367,14.9734
15.1267,15.1267
16.7065,15.2693
18.3406,15.3692
20,15.4049
21.6594,15.3692
23.2935,15.2693
24.8733,15.1267
26.3633,14.9734
27.724,14.8399
28.921,14.7419
29.9288,14.6801
30.7286,14.6479
31.2971,14.6385
31.5817,14.6439
8.77788,16.4421
9.07583,16.4351
9.64552,16.4371
10.4294,16.4532
11.4025,16.4871
12.5471,16.5421
13.8442,16.6177
15.2693,16.7065
16.7924,16.7924
18.3803,16.8551
20,16.878
21.6197,16.8551
23.2076,16.7924
24.7307,16.7065
26.1558,16.6177
27.4529,16.5421
28.5975,16.4871
29.5706,16.4532
30.3545,16.4371
30.9242,16.4351
31.2221,16.4421
8.98967,18.225
9.29766,18.2204
9.86985,18.2201
10.6468,18.2265
11.6028,18.2415
12.7204,18.2661
13.9826,18.3002
15.3692,18.3406
16.8551,18.3803
18.4099,18.4099
20,18.4209
21.5901,18.4099
23.1449,18.3803
24.6308,18.3406
26.0174,18.3002
27.2796,18.2661
28.3972,18.2415
29.3532,18.2265
30.1302,18.2201
30.7023,18.2204
31.0103,18.225
9.05955,20
9.37128,20
9.94458,20
10.7196,20
11.6705,20
12.7798,20
14.031,20
15.4049,20
16.878,20
18.4209,20
20,20
21.5791,20
23.122,20
24.5951,20
25.969,20
27.2202,20
28.3295,20
29.2804,20
30.0554,20
30.6287,20
30.9405,20
8.98967,21.775
9.29766,21.7796
9.86985,21.7799
10.6468,21.7735
11.6028,21.7585
12.7204,21.7339
13.9826,21.6998
15.3692,21.6594
16.8551,21.6197
18.4099,21.5901
20,21.5791
21.5901,21.5901
23.1449,21.6197
24.6308,21.6594
26.0174,21.6998
27.2796,21.7339
28.3972,21.7585
29.3532,21.7735
30.1302,21.7799
30.7023,21.7796
31.0103,21.775
8.77788,23.5579
9.07583,23.5649
9.64552,23.5629
10.4294,23.5468
11.4025,23.5129
12.5471,23.4579
13.8442,23.3823
15.2693,23.2935
16.7924,23.2076
18.3803,23.1449
20,23.122
21.6197,23.1449
23.2076,23.2076
24.7307,23.2935
26.1558,23.3823
27.4529,23.4579
28.5975,23.5129
29.5706,23.5468
30.3545,23.5629
30.9242,23.5649
31.2221,23.5579
8.41825,25.3561
8.70286,25.3615
9.27143,25.3521
10.0712,25.3199
11.079,25.2581
12.276,25.1601
13.6367,25.0266
15.1267,24.8733
16.7065,24.7307
18.3406,24.6308
20,24.5951
21.6594,24.6308
23.2935,24.7307
24.8733,24.8733
26.3633,25.0266
27.724,25.1601
28.921,25.2581
29.9288,25.3199
30.7286,25.3521
31.2971,25.3615
31.5817,25.3561
7.90201,27.1767
8.17409,27.1755
8.7478,27.1507
9.58048,27.092
10.6527,26.9865
11.9395,26.8215
13.3981,26.6019
14.9734,26.3633
16.6177,26.1558
18.3002,26.0174
20,25.969
21.6998,26.0174
23.3823,26.1558
25.0266,26.3633
26.6019,26.6019
28.0605,26.8215
29.3473,26.9865
30.4195,27.092
31.2522,27.1507
31.8259,27.1755
32.098,27.1767
7.21795,29.0282
7.48294,29.0142
8.07659,28.9625
8.97595,28.8605
10.1654,28.6817
11.5951,28.4049
13.1785,28.0605
14.8399,27.724
16.5421,27.4529
18.2661,27.2796
20,27.2202
21.7339,27.2796
23.4579,27.4529
25.1601,27.724
26.8215,28.0605
28.4049,28.4049
29.8346,28.6817
31.024,28.8605
31.9234,28.9625
32.5171,29.0142
32.782,29.0282
6.35114,30.9225
6.62028,30.8872
7.26568,30.7915
8.30443,30.6153
9.70287,30.2971
11.3183,29.8346
13.0135,29.3473
14.7419,28.921
16.4871,28.5975
18.2415,28.3972
20,28.3295
21.7585,28.3972
23.5129,28.5975
25.2581,28.921
26.9865,29.3473
28.6817,29.8346
30.2971,30.2971
31.6956,30.6153
32.7343,30.7915
33.3797,30.8872
33.6489,30.9225
5.27919,32.8801
5.5716,32.8079
6.35019,32.6408
7.69554,32.3045
9.38469,31.6956
11.1395,31.024
12.908,30.4195
14.6801,29.9288
16.4532,29.5706
18.2265,29.3532
20,29.2804
21.7735,29.3532
23.5468,29.5706
25.3199,29.9288
27.092,30.4195
28.8605,31.024
30.6153,31.6956
32.3045,32.3045
33.6498,32.6408
34.4284,32.8079
34.7208,32.8801
